Star,HD,RA,dec,Vmag,Vmagerr,par,parerr,source,teff,tefferr,logg,loggerr,logglc,logglcerr,vt,vterr,feh,feherr,mass,masserr,Author,link,flag,updated,Comment,tmp
HD 89345,89345,10 18 41.00,+10 07 45.00,9.4,0.03,7.53,0.05,GAIADR2,5609.0,70.0,,,,,,,0.44,0.06,,,Yu et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.04091,0,2018-07-30,,
WASP-144,,21 23 03.00,-40 02 54.00,12.9,,2.79,0.08,GAIADR2,4950.0,150.0,4.5,0.2,,,,,0.18,0.14,0.8,0.07,Hellier et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.02224,0,2018-07-30,,
WASP-174,,13 03 11.00,-41 23 05.00,11.79,0.06,,,Spec,6400.0,100.0,4.35,0.05,,,,,0.12,0.09,1.27,0.14,Temple et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1802.00766,0,2018-07-30,,
CoRoT-30,,18 30 24.00,+06 50 09.00,15.65,,0.22,0.22,GAIADR2,5660.0,100.0,,,,,,,0.02,0.1,,,Borde et al. 2017,http://exoplanet.eu/catalog/corot-30_b/,0,2018-11-09,,
CoRoT-31,,06 19 17.00,-4 25 20.00,15.7,,0.47,0.04,GAIADR2,5370.0,100.0,,,,,,,0.0,,,,Borde et al. 2017,http://exoplanet.eu/catalog/corot-31_b/,0,2018-11-09,,
HD 158996,158996,17 19 37.00,+80 08 11.00,5.8,0.01,3.5,0.06,GAIADR2,4069.0,30.0,1.4,0.1,,,1.7,0.1,-0.2,0.1,4.11,0.41,Bang et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.07213,0,2018-07-30,,
Kepler-1652,,19 37 27.86,+49 54 54.21,,,,,,3638.0,51.0,,,,,,,-0.3,0.12,,,Torres et al. 2017,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1711.01267,0,2018-03-27,M2,KOI-2626
eps Ind A,209100,22 03 22.00,-56 47 10.00,4.7,,276.06,0.28,Simbad,4649.0,74.0,4.44,0.18,,,0.28,0.55,-0.13,0.06,0.71,0.04,Tsantaki et al. 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.150T,1,2018-07-30,,HIP 108870
24 Boo,127243,14 28 37.81,+49 50 41.46,5.59,,10.0,0.25,Simbad,4893.0,15.0,2.21,0.05,,,1.48,0.05,-0.77,0.03,2.72,0.21,Takarada et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.04008,0,2018-07-30,,
HATS-40,,06 42 17.00,-29 46 37.00,13.4,0.03,0.72,0.02,GAIADR2,6460.0,130.0,3.92,0.04,,,1.7,0.17,0.01,0.08,1.49,0.11,Bento et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.01623,0,2018-07-30,,
HATS-41,,06 54 04.00,-27 03 01.00,12.7,0.03,1.19,,Spec,6424.0,91.0,4.14,0.11,,,1.66,0.12,0.47,0.04,1.5,0.12,Bento et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.01623,0,2018-07-30,,
HATS-42,,07 13 48.00,-33 26 14.00,13.6,0.01,1.04,,Spec,6060.0,120.0,4.2,0.07,,,1.28,0.1,0.22,0.07,1.26,0.14, Bento et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.01623,0,2018-07-30,,
HATS-39,,07 29 41.00,-29 56 16.00,12.75,0.02,1.18,,Spec,6572.0,83.0,4.16,0.04,,,1.86,0.12,0.0,0.04,1.38,0.1,Bento et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.01623,0,2018-07-30,,
K2-55,,22 15 00.46,-17 15 02.54,13.55,0.02,6.24,0.03,GAIADR2,4300.0,100.0,4.57,0.04,,,,,0.38,0.09,0.7,0.06,Dressing et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.05148,0,2018-07-30,,
KPS-1,,11 00 40.00,+64 57 50.00,13.0,,3.78,0.04,GAIADR2,5165.0,90.0,4.25,0.12,,,,,0.22,0.13,0.91,0.09,Burdanov et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.05551,0,2018-07-30,,
gamma Lib,138905,15 35 31.57,-14 47 22.32,3.91,,21.08,0.4,GAIADR2,4822.0,15.0,2.56,0.05,,,1.27,0.05,-0.3,0.03,2.25,0.17,Takarada et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1804.04008,0,2018-07-30,,
EPIC  211945201,,09 06 17.75,+19 24 08.06,10.15,0.06,5.48,0.04,GAIADR2,6025.0,100.0,4.25,0.1,,,0.4,0.1,0.1,0.1,1.17,0.13,Chakraborty et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1805.03466,0,2018-07-30,,
HATS-59,,11 21 18.00,-22 23 17.00,13.95,0.03,1.43,,Spec,5670.0,91.0,4.42,0.05,,,,,0.18,0.06,1.0,0.09,Sarkis et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1805.05925,0,2018-07-30,,
K2-216,,00 45 55.00,+06 20 49.00,12.48,0.05,8.53,,Spec,4503.0,140.0,4.57,0.09,,,,,0.0,0.12,0.69,0.06,Persson et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1805.04774,0,2018-07-30,,
NGTS-3A,,06 17 46.75,-35 42 23.02,14.6,0.05,1.32,0.02,GAIADR2,5570.0,140.0,4.5,0.2,,,,,0.12,0.15,0.95,0.1,Gunther et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1805.01378,0,2018-07-30,,
WASP-145A,,21 29 01.00,-58 50 10.00,11.5,,9.68,,Spec,4900.0,150.0,4.6,0.2,,,,,-0.04,10.0,43.5,61.1,Hellier et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.02224,0,2018-07-30,,
WASP-158,,00 16 35.11,-10 58 35.13,12.04,0.18,1.88,0.04,GAIADR2,6350.0,150.0,4.5,0.2,,,,,0.24,0.1,1.26,0.16,Hellier et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.02224,0,2018-07-30,,
WASP-162,,11 13 10.00,-17 39 28.00,12.2,,4.52,,Spec,5300.0,100.0,4.5,0.1,,,,,0.28,0.13,0.9,0.08,Hellier et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.02224,0,2018-07-30,,
WASP-168,,06 26 58.71,-46 49 17.22,12.12,0.17,3.26,0.02,GAIADR2,6000.0,100.0,4.0,0.1,,,,,-0.01,0.09,1.29,0.16,Hellier et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.02224,0,2018-07-30,,
WASP-172,,13 17 44.12,-47 14 15.27,10.99,0.07,1.83,0.05,GAIADR2,6900.0,150.0,4.1,0.2,,,,,-0.1,0.08,1.49,0.17,Hellier et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.02224,0,2018-07-30,,
WASP-173A,,23 36 40.32,-34 36 40.4,11.3,,4.26,0.03,GAIADR2,5700.0,150.0,4.5,0.2,,,,,0.16,0.14,1.0,0.11,Hellier et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1803.02224,0,2018-07-30,,
K2-261,,10 52 07.78,+00 29 36.07,10.6,0.06,4.66,0.04,GAIADR2,5537.0,71.0,4.21,0.11,,,1.3,0.1,0.36,0.06,1.09,0.11,Johnson et al. 2018,http://adsabs.harvard.edu/abs/2018MNRAS.481..596J,0,2018-12-10,,"EPIC 201498078, TYC 255-257-1"
K2-260,,05 07 28.00,+16 52 03.78,12.69,0.11,,,,6367.0,250.0,4.15,,,,1.6,,-0.14,0.15,,,Johnson et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1806.06099,0,2018-07-13,,EPIC 246911830
EPIC 248435473,,10 31 44.51,00 56 15.27,11.81,0.02,12.87,0.06,GAIADR2,4184.0,36.0,4.64,0.02,,,,,-0.06,0.09,0.6,0.04,Rodriguez et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1806.08368,0,2018-07-30,,
EPIC 248545986,,10 42 23.00,+04 26 29.00,14.54,0.04,28.29,3.7,Spec,3420.0,18.0,4.9,0.1,,,,,-0.1,0.1,0.4,0.03,Alonso et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1806.01181,0,2018-07-30,M3,K2-239
EPIC 249801827,,15 11 24.00,+17 52 31.00,13.39,0.01,16.2,2.01,Spec,3810.0,17.0,4.7,0.1,,,,,-0.1,0.1,0.5,0.03,Alonso et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1806.01181,0,2018-07-30,M0.5,
HD 283869,283869,04 47 41.80,+26 09 00.82,10.6,0.01,21.0,0.05,GAIADR2,4655.0,55.0,4.7,0.1,,,,,0.15,0.03,0.71,0.03,Vanderburg et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1805.11117,0,2018-07-30,,
NGTS-2,,14 20 29.48,-31 12 07.43,10.96,0.01,2.78,0.06,GAIADR2,6478.0,91.0,4.2,0.04,,,,,-0.06,0.09,1.31,0.1,Raynard et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1805.10449,0,2018-07-30,,"TYC 7282-1298-1, WASP-179"
Wolf 503,,13 47 23.44,-06 08 12.72,10.28,0.01,22.43,0.05,Simbad,4716.0,60.0,4.62,0.01,,,,,-0.47,0.08,0.66,0.05,Peterson et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1806.03494,0,2018-07-30,,
EPIC 220501947,,01 18 26.38,+06 49 0.740,13.95,0.04,4.27,0.03,GAIADR2,4444.0,70.0,4.62,0.04,,,,,0.14,0.12,0.69,0.05,Smith et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.05865,0,2018-07-30,,
GJ 96,,02 22 14.64,+47 52 48.11,9.35,0.03,83.78,0.06,GAIADR2,3785.0,62.0,,,,,,,0.14,0.08,,,Hobson et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1806.10958,0,2018-07-30,M2,HIP 11048
IC 4651 9122,,17 24 50.07,-49 56 56.08,10.7,,1.14,0.04,GAIADR2,4720.0,71.0,2.72,0.15,,,1.4,0.06,0.08,0.04,2.09,0.3,Delgado-Mena et al. 2016,http://adsabs.harvard.edu/abs/2016A%26A...587A..66D,0,2018-10-09,,TYC 8349-3909-1
K2-237,,16 55 4.530,-28 42 38.03,11.6,0.05,3.15,0.07,GAIADR2,6099.0,110.0,4.27,0.02,,,1.3,,0.0,0.08,1.14,0.11,Smith et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.05865,0,2018-07-30,,
WASP-128,,11 31 26.10,-41 41 22.30,12.5,,2.37,0.03,GAIADR2,5950.0,50.0,4.1,0.1,,,,,0.01,0.12,1.2,0.14,Hodzic et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.07557,0,2018-07-30,,
WASP-147,,23 56 45.96,-22 09 11.39,12.68,0.26,2.27,0.05,GAIADR2,5702.0,100.0,4.0,0.1,,,,,0.09,0.07,1.19,0.15,Lendl et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.06973,0,2018-07-30,,TYC 6411-312-1
WASP-160 B,,05 50 43.06,-27 37 23.39,13.09,0.01,3.44,0.02,GAIADR2,5302.0,98.0,4.6,0.1,,,,,0.39,0.08,0.9,0.07,Lendl et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.06973,0,2018-07-30,,
WASP-161,,08 25 21.08,-11 30 03.55,11.08,0.09,2.89,0.03,GAIADR2,6400.0,100.0,4.5,0.15,,,,,0.16,0.09,1.24,0.14,Barkaoui et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.06548,0,2018-07-30,,TYC 5435-1109-1
WASP-163,,17 06 8.980,-10 24 47.00,12.54,,3.8,0.05,GAIADR2,5499.0,200.0,4.0,0.3,,,,,-0.34,0.21,1.02,0.22,Barkaoui et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.06548,0,2018-07-30,,
WASP-164,,22 59 29.62,-60 26 51.97,12.62,0.01,3.02,0.04,GAIADR2,5806.0,195.0,4.5,0.2,,,,,-0.01,0.2,0.98,0.12,Lendl et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.06973,0,2018-07-30,,
WASP-165,,23 50 19.32,-17 04 39.29,12.68,0.02,1.63,0.07,GAIADR2,5599.0,150.0,3.9,0.2,,,,,0.33,0.13,1.33,0.18,Lendl et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.06973,0,2018-07-30,,2MASS J23501932-1704392
WASP-170,,09 01 39.90,-20 43 13.4,12.79,,3.24,0.04,GAIADR2,5593.0,150.0,4.0,0.2,,,,,0.22,0.09,1.22,0.21,Barkaoui et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.06548,0,2018-07-30,,
2MASS J0249-0557 (AB),,02 49 56.38,-05 57 35.41,,,15.11,0.1,GAIADR2,,,,,,,,,,,,,Dupuy et al. 2018,http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1807.05235,0,2018-09-13,M6,2MASS J02495639-0557352
