intake_index,animal_id,name,datetime,monthyear,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color,los,outcome_index,outcome_animal_id,outcome_name,outcome_datetime,outcome_monthyear,outcome_date_of_birth,outcome_type,outcome_subtype,outcome_animal_type,sex_upon_outcome,age_upon_outcome,outcome_breed,outcome_color,days_old,species
348,A764423,Kai,12/29/2017 05:13:00 PM,12/29/2017 05:13:00 PM,Unknown in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Cocker Spaniel Mix,Brown/Black,4,70220,A764423,Kai,01/03/2018 04:26:00 PM,01/03/2018 04:26:00 PM,03/01/2017,Adoption,,Dog,Spayed Female,10 months,Cocker Spaniel Mix,Brown/Black,303,Dog
349,A606176,Brownie,06/26/2015 06:21:00 PM,06/26/2015 06:21:00 PM,8408 Riverstone in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Dachshund/Pit Bull,Brown/Black,7,73163,A606176,Brownie,07/04/2015 03:50:00 PM,07/04/2015 03:50:00 PM,05/18/2011,Return to Owner,,Dog,Neutered Male,4 years,Dachshund/Pit Bull,Brown/Black,1500,Dog
350,A745999,,03/27/2017 05:02:00 PM,03/27/2017 05:02:00 PM,721 Barton Springs in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,0,52469,A745999,,03/28/2017 08:36:00 AM,03/28/2017 08:36:00 AM,03/27/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,365,Other
351,A743316,Napoleon,02/08/2017 10:10:00 AM,02/08/2017 10:10:00 AM,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,9 years,Labrador Retriever Mix,Red,5,86688,A743316,Napoleon,02/13/2017 06:12:00 PM,02/13/2017 06:12:00 PM,02/08/2008,Adoption,,Dog,Neutered Male,9 years,Labrador Retriever Mix,Red,3288,Dog
352,A688999,Butch,09/28/2014 12:33:00 PM,09/28/2014 12:33:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,10 months,Border Collie Mix,Chocolate/White,10,88627,A688999,Butch,10/08/2014 04:31:00 PM,10/08/2014 04:31:00 PM,11/27/2013,Adoption,,Dog,Neutered Male,10 months,Border Collie Mix,Chocolate/White,305,Dog
353,A757845,,09/07/2017 01:36:00 PM,09/07/2017 01:36:00 PM,9010 Galewood Drive in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd Mix,Brown,4,46540,A757845,,09/11/2017 05:25:00 PM,09/11/2017 05:25:00 PM,04/07/2017,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Brown,153,Dog
354,A669399,Sugar,12/05/2016 06:48:00 PM,12/05/2016 06:48:00 PM,El Dorado And El Rey in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Fawn/White,0,90316,A669399,Sugar,12/06/2016 03:51:00 PM,12/06/2016 03:51:00 PM,12/19/2011,Return to Owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Fawn/White,1813,Dog
355,A667579,*Beth,11/20/2013 10:45:00 AM,11/20/2013 10:45:00 AM,7309 Brookhollow Dr in Austin (TX),Stray,Normal,Kitten,Intact Female,4 weeks,Domestic Shorthair Mix,Black,41,71466,A667579,*Beth,12/31/2013 03:25:00 PM,12/31/2013 03:25:00 PM,10/20/2013,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,31,Cat
356,A675243,Laila,03/25/2014 02:13:00 PM,03/25/2014 02:13:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,11 months,Boxer Mix,Brown Brindle/White,11,50018,A675243,Laila,04/05/2014 04:52:00 PM,04/05/2014 04:52:00 PM,04/02/2013,Return to Owner,,Dog,Intact Female,1 year,Boxer Mix,Brown Brindle/White,357,Dog
357,A730172,,06/29/2016 05:22:00 PM,06/29/2016 05:22:00 PM,Austin (TX),Euthanasia Request,Aged,Other,Unknown,4 years,Rat,Gray,0,18493,A730172,,06/29/2016 05:58:00 PM,06/29/2016 05:58:00 PM,12/29/2011,Euthanasia,Medical,Other,Unknown,4 years,Rat,Gray,1644,Other
358,A746608,*Amaryllis,04/05/2017 03:45:00 PM,04/05/2017 03:45:00 PM,5Th St And Nueces St in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Soft Coated Wheaten Terrier Mix,Cream/Black,4,78472,A746608,*Amaryllis,04/10/2017 03:03:00 PM,04/10/2017 03:03:00 PM,04/05/2015,Transfer,Partner,Dog,Spayed Female,2 years,Soft Coated Wheaten Terrier Mix,Cream/Black,731,Dog
359,A665002,,10/12/2013 11:45:00 AM,10/12/2013 11:45:00 AM,509 E Todd Lane in Austin (TX),Stray,Normal,Puppy,Intact Female,1 week,Australian Cattle Dog Mix,Sable/White,3,4368,A665002,,10/15/2013 02:33:00 PM,10/15/2013 02:33:00 PM,10/05/2013,Transfer,Partner,Dog,Intact Female,1 weeks,Australian Cattle Dog Mix,Sable/White,7,Dog
360,A721511,Mickey,02/28/2016 03:30:00 PM,02/28/2016 03:30:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,White/Brown,5,17964,A721511,Mickey,03/04/2016 06:08:00 PM,03/04/2016 06:08:00 PM,02/28/2010,Adoption,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,White/Brown,2191,Dog
361,A779016,Yuri,08/24/2018 12:23:00 PM,08/24/2018 12:23:00 PM,13712 Fm 969 Rd in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,Siberian Husky Mix,White,4,48572,A779016,Yuri,08/28/2018 05:56:00 PM,08/28/2018 05:56:00 PM,03/24/2018,Adoption,,Dog,Neutered Male,5 months,Siberian Husky Mix,White,153,Dog
362,A687929,Bella,09/12/2014 11:10:00 AM,09/12/2014 11:10:00 AM,610 Wilmes Dr in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Siamese,Tortie Point,11,66883,A687929,Bella,09/23/2014 06:19:00 PM,09/23/2014 06:19:00 PM,07/26/2014,Adoption,,Cat,Spayed Female,1 month,Siamese,Tortie Point,48,Cat
363,A713457,*Hiram,10/25/2015 11:17:00 AM,10/25/2015 11:17:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Bull Terrier/Boxer,Brown Brindle/White,12,29100,A713457,*Hiram,11/07/2015 12:00:00 AM,11/07/2015 12:00:00 AM,10/07/2014,Transfer,Partner,Dog,Neutered Male,1 year,Bull Terrier/Boxer,Brown Brindle/White,383,Dog
364,A709968,*Taco,08/15/2015 12:01:00 PM,08/15/2015 12:01:00 PM,Fallwell Ln And Puebla Dr in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White,10,33467,A709968,*Taco,08/25/2015 03:17:00 PM,08/25/2015 03:17:00 PM,08/15/2014,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White,365,Dog
365,A724011,,04/10/2016 03:03:00 PM,04/10/2016 03:03:00 PM,Austin (TX),Stray,Normal,Kitten,Intact Male,5 days,Domestic Shorthair Mix,White,0,20805,A724011,,04/10/2016 04:23:00 PM,04/10/2016 04:23:00 PM,04/05/2016,Transfer,Partner,Cat,Intact Male,5 days,Domestic Shorthair Mix,White,5,Cat
366,A573460,Meena,06/14/2014 11:41:00 AM,06/14/2014 11:41:00 AM,4801 S Ih 35 in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Parson Russell Terrier,White/Black,0,58248,A573460,Meena,06/14/2014 01:35:00 PM,06/14/2014 01:35:00 PM,11/24/2002,Return to Owner,,Dog,Spayed Female,11 years,Parson Russell Terrier,White/Black,4220,Dog
367,A668526,Hansel,12/04/2013 08:40:00 PM,12/04/2013 08:40:00 PM,1000 E. 41St St. in Austin (TX),Public Assist,Normal,Puppy,Intact Male,2 weeks,Chihuahua Shorthair Mix,White/Cream,58,60017,A668526,Hansel,02/01/2014 02:56:00 PM,02/01/2014 02:56:00 PM,11/16/2013,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Cream,18,Dog
368,A693030,*Tony,11/30/2014 03:58:00 PM,11/30/2014 03:58:00 PM,11610 Prairie Hen Ln in Austin (TX),Stray,Normal,Kitten,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,17,62109,A693030,*Tony,12/17/2014 05:31:00 PM,12/17/2014 05:31:00 PM,09/15/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,76,Cat
369,A769626,Elsie,04/07/2018 02:06:00 PM,04/07/2018 02:06:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12 years,Cocker Spaniel Mix,Tan,0,18067,A769626,Elsie,04/08/2018 12:26:00 PM,04/08/2018 12:26:00 PM,04/07/2006,Transfer,Partner,Dog,Spayed Female,12 years,Cocker Spaniel Mix,Tan,4383,Dog
370,A705378,,06/16/2015 02:52:00 PM,06/16/2015 02:52:00 PM,2000 Burton Dr in Austin (TX),Stray,Normal,Other,Unknown,1 year,Rabbit Sh Mix,White/Black,6,91007,A705378,,06/22/2015 06:33:00 PM,06/22/2015 06:33:00 PM,06/16/2014,Transfer,Partner,Other,Unknown,1 year,Rabbit Sh Mix,White/Black,365,Other
371,A752836,Shadow,06/28/2017 09:19:00 AM,06/28/2017 09:19:00 AM,Fm 969 And Astor Place in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Tibetan Terrier,Black,0,45691,A752836,Shadow,06/28/2017 11:18:00 AM,06/28/2017 11:18:00 AM,02/09/2007,Return to Owner,,Dog,Spayed Female,10 years,Tibetan Terrier,Black,3792,Dog
372,A775288,*Blue,08/15/2018 12:37:00 PM,08/15/2018 12:37:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,5 months,Border Collie Mix,White/Black,2,39657,A775288,*Blue,08/18/2018 10:15:00 AM,08/18/2018 10:15:00 AM,02/28/2018,Adoption,,Dog,Neutered Male,5 months,Border Collie Mix,White/Black,168,Dog
373,A769055,,03/29/2018 04:23:00 PM,03/29/2018 04:23:00 PM,1208 Coaches Crossing in Pflugerville (TX),Stray,Normal,Kitten,Unknown,2 weeks,Domestic Shorthair Mix,Cream,0,88474,A769055,,03/29/2018 06:12:00 PM,03/29/2018 06:12:00 PM,03/14/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream,15,Cat
374,A782071,*Violet,10/10/2018 12:13:00 PM,10/10/2018 12:13:00 PM,East Sprindale Road And Martin Luther King Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Weimaraner,Blue/White,49,20402,A782071,*Violet,11/28/2018 02:26:00 PM,11/28/2018 02:26:00 PM,10/10/2017,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull/Weimaraner,Blue/White,365,Dog
375,A703629,Gavin,05/27/2015 03:03:00 PM,05/27/2015 03:03:00 PM,11702 Brookwood in Austin (TX),Stray,Normal,Puppy,Intact Male,4 months,Labrador Retriever Mix,Black/White,32,27357,A703629,Gavin,06/28/2015 03:52:00 PM,06/28/2015 03:52:00 PM,12/31/2014,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black/White,147,Dog
376,A687977,,09/12/2014 03:08:00 PM,09/12/2014 03:08:00 PM,Ann Arbor Ave in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Chocolate/Tricolor,4,56536,A687977,,09/16/2014 04:46:00 PM,09/16/2014 04:46:00 PM,03/12/2013,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Chocolate/Tricolor,549,Dog
377,A781021,,09/23/2018 03:13:00 PM,09/23/2018 03:13:00 PM,2305 East 22Nd Street in Austin (TX),Stray,Normal,Puppy,Intact Male,3 months,Pit Bull Mix,Brown Brindle/White,6,40001,A781021,,09/29/2018 07:21:00 PM,09/29/2018 07:21:00 PM,05/27/2018,Adoption,,Dog,Neutered Male,4 months,Pit Bull Mix,Brown Brindle/White,119,Dog
378,A769277,,04/02/2018 04:14:00 PM,04/02/2018 04:14:00 PM,8140 Burnet Road in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Black/Brown,0,13685,A769277,,04/02/2018 06:11:00 PM,04/02/2018 06:11:00 PM,04/02/2016,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Black/Brown,730,Other
379,A769405,,04/04/2018 02:18:00 PM,04/04/2018 02:18:00 PM,4221 Freidrich Ln in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Black/Brown,0,6317,A769405,,04/04/2018 02:58:00 PM,04/04/2018 02:58:00 PM,04/04/2016,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Black/Brown,730,Other
380,A718746,*Shasta,01/06/2016 12:15:00 PM,01/06/2016 12:15:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White,4,60094,A718746,*Shasta,01/11/2016 11:45:00 AM,01/11/2016 11:45:00 AM,01/06/2008,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White,2922,Cat
381,A666198,*Sugar,10/28/2013 04:03:00 PM,10/28/2013 04:03:00 PM,11351 Bradshaw Rd in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,Tortie,54,26976,A666198,*Sugar,12/22/2013 12:56:00 PM,12/22/2013 12:56:00 PM,09/06/2013,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,52,Cat
382,A782840,,10/21/2018 10:20:00 PM,10/21/2018 10:20:00 PM,214 Barton Springs in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,0,85200,A782840,,10/22/2018 11:24:00 AM,10/22/2018 11:24:00 AM,10/21/2017,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,365,Other
383,A671529,*Dynamite,01/26/2014 02:46:00 PM,01/26/2014 02:46:00 PM,11503 Parsons Rd in Travis (TX),Stray,Normal,Puppy,Intact Male,4 months,Mastiff Mix,White/Black,8,19593,A671529,*Dynamite,02/04/2014 02:12:00 PM,02/04/2014 02:12:00 PM,09/11/2013,Transfer,Partner,Dog,Neutered Male,4 months,Mastiff Mix,White/Black,137,Dog
384,A696495,Lady,12/13/2017 02:29:00 PM,12/13/2017 02:29:00 PM,12419 Metric Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Labrador Retriever,Red,163,80073,A696495,Lady,05/26/2018 11:53:00 AM,05/26/2018 11:53:00 AM,12/14/2006,Adoption,Foster,Dog,Spayed Female,11 years,Labrador Retriever,Red,4017,Dog
385,A669607,Lucy,12/23/2013 05:26:00 PM,12/23/2013 05:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Black/White,3,12776,A669607,Lucy,12/26/2013 06:26:00 PM,12/26/2013 06:26:00 PM,12/23/2012,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Black/White,365,Dog
386,A750492,*Mavro,05/27/2017 04:28:00 PM,05/27/2017 04:28:00 PM,2314 Wickersham Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White,8,6687,A750492,*Mavro,06/05/2017 11:29:00 AM,06/05/2017 11:29:00 AM,05/27/2016,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,365,Dog
387,A738027,,11/08/2016 02:05:00 PM,11/08/2016 02:05:00 PM,Travis (TX),Owner Surrender,Normal,Puppy,Unknown,3 weeks,Miniature Poodle Mix,White/Tan,0,79327,A738027,,11/08/2016 06:44:00 PM,11/08/2016 06:44:00 PM,10/17/2016,Transfer,Partner,Dog,Unknown,3 weeks,Miniature Poodle Mix,White/Tan,22,Dog
388,A695710,Layla,01/21/2015 06:51:00 AM,01/21/2015 06:51:00 AM,Westgate in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Boxer Mix,Brown Brindle/White,4,12245,A695710,Layla,01/25/2015 06:12:00 PM,01/25/2015 06:12:00 PM,08/21/2014,Adoption,,Dog,Spayed Female,5 months,Boxer Mix,Brown Brindle/White,153,Dog
389,A705717,*Ramsey,06/20/2015 02:39:00 PM,06/20/2015 02:39:00 PM,Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,80,48060,A705717,*Ramsey,09/09/2015 08:10:00 AM,09/09/2015 08:10:00 AM,05/05/2015,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,46,Cat
390,A734132,Prince,09/01/2016 06:09:00 PM,09/01/2016 06:09:00 PM,4410 Dovemeadow Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White,46,52453,A734132,Prince,10/18/2016 12:27:00 PM,10/18/2016 12:27:00 PM,09/01/2012,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Brown/White,1461,Dog
391,A709195,,08/05/2015 06:12:00 PM,08/05/2015 06:12:00 PM,Timber Heights Drive And Nobleman Drive in Austin (TX),Stray,Normal,Kitten,Intact Male,4 months,Domestic Shorthair Mix,Black,0,86005,A709195,,08/06/2015 09:00:00 AM,08/06/2015 09:00:00 AM,04/05/2015,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,122,Cat
392,A771731,,05/09/2018 02:05:00 PM,05/09/2018 02:05:00 PM,Austin (TX),Owner Surrender,Normal,Puppy,Intact Female,2 months,Labrador Retriever Mix,Cream,1,72251,A771731,,05/10/2018 03:45:00 PM,05/10/2018 03:45:00 PM,02/09/2018,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Cream,89,Dog
393,A680225,,05/31/2014 11:02:00 AM,05/31/2014 11:02:00 AM,177 Meadow View Blvd in Del Valle (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,1,216,A680225,,06/01/2014 05:15:00 PM,06/01/2014 05:15:00 PM,05/31/2012,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,730,Cat
394,A679204,,05/17/2014 01:44:00 PM,05/17/2014 01:44:00 PM,1303 Parsons A in Austin (TX),Owner Surrender,Nursing,Puppy,Intact Male,1 week,Chihuahua Shorthair Mix,Tan,4,29165,A679204,,05/21/2014 03:21:00 PM,05/21/2014 03:21:00 PM,05/10/2014,Transfer,Partner,Dog,Intact Male,1 weeks,Chihuahua Shorthair Mix,Tan,7,Dog
395,A667928,Tiny,11/25/2013 11:04:00 AM,11/25/2013 11:04:00 AM,17005 Hayride Cir in Del Valle (TX),Stray,Normal,Puppy,Intact Male,4 weeks,German Shepherd/Mastiff,Tan,23,89047,A667928,Tiny,12/18/2013 05:10:00 PM,12/18/2013 05:10:00 PM,10/25/2013,Adoption,Foster,Dog,Neutered Male,1 month,German Shepherd/Mastiff,Tan,31,Dog
396,A704731,,06/08/2015 01:11:00 PM,06/08/2015 01:11:00 PM,8609 Alpine Dr in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,76,66855,A704731,,08/24/2015 11:00:00 AM,08/24/2015 11:00:00 AM,06/08/2014,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,365,Cat
397,A724014,,04/10/2016 03:03:00 PM,04/10/2016 03:03:00 PM,Austin (TX),Stray,Normal,Kitten,Intact Female,5 days,Domestic Shorthair Mix,White,0,50003,A724014,,04/10/2016 04:24:00 PM,04/10/2016 04:24:00 PM,04/05/2016,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair Mix,White,5,Cat
398,A554462,Mellow,10/26/2017 05:02:00 PM,10/26/2017 05:02:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,8 years,Maltese Mix,White,10,67585,A554462,Mellow,11/06/2017 03:52:00 PM,11/06/2017 03:52:00 PM,02/05/2009,Return to Owner,,Dog,Neutered Male,8 years,Maltese Mix,White,3185,Dog
399,A704031,*Daquiri,05/31/2015 04:40:00 PM,05/31/2015 04:40:00 PM,Austin (TX),Owner Surrender,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,White/Black,31,67172,A704031,*Daquiri,07/02/2015 12:00:00 AM,07/02/2015 12:00:00 AM,03/31/2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Black,61,Cat
400,A768535,,03/21/2018 11:42:00 AM,03/21/2018 11:42:00 AM,834 Neans Drive in Austin (TX),Stray,Normal,Puppy,Intact Male,4 days,Pit Bull Mix,Brown Brindle,16,63006,A768535,,04/06/2018 03:17:00 PM,04/06/2018 03:17:00 PM,03/17/2018,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown Brindle,4,Dog
402,A681561,,06/18/2014 02:46:00 PM,06/18/2014 02:46:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,0,23579,A681561,,06/19/2014 01:20:00 PM,06/19/2014 01:20:00 PM,04/26/2014,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,53,Cat
403,A733097,Rylie,04/05/2017 05:03:00 PM,04/05/2017 05:03:00 PM,2900 Sunridge Drive in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White,42,3230,A733097,Rylie,05/18/2017 11:49:00 AM,05/18/2017 11:49:00 AM,08/17/2014,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White,962,Dog
404,A674590,*Hailey,10/13/2014 02:05:00 PM,10/13/2014 02:05:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Rat Terrier Mix,Black/White,5,59432,A674590,*Hailey,10/18/2014 06:57:00 PM,10/18/2014 06:57:00 PM,03/15/2012,Adoption,,Dog,Spayed Female,2 years,Rat Terrier Mix,Black/White,942,Dog
405,A703701,Cheeta,05/28/2015 07:24:00 AM,05/28/2015 07:24:00 AM,5932 Hammermill Run in Austin (TX),Stray,Sick,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,19,58526,A703701,Cheeta,06/16/2015 04:44:00 PM,06/16/2015 04:44:00 PM,04/06/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,52,Cat
406,A754737,Romeo,07/24/2017 02:01:00 PM,07/24/2017 02:01:00 PM,Hansford & Rundberg in Austin (TX),Stray,Injured,Dog,Neutered Male,8 years,Rat Terrier Mix,White/Blue,6,40118,A754737,Romeo,07/31/2017 11:16:00 AM,07/31/2017 11:16:00 AM,04/28/2009,Return to Owner,,Dog,Neutered Male,8 years,Rat Terrier Mix,White/Blue,3009,Dog
407,A696067,,01/28/2015 03:19:00 PM,01/28/2015 03:19:00 PM,Cameron Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,4,39176,A696067,,02/02/2015 02:56:00 PM,02/02/2015 02:56:00 PM,01/28/2014,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,365,Cat
408,A678259,,05/06/2014 02:00:00 PM,05/06/2014 02:00:00 PM,301 Twin Creeks Rd in Travis (TX),Stray,Normal,Kitten,Intact Female,3 weeks,Domestic Shorthair Mix,Black,0,34282,A678259,,05/06/2014 04:58:00 PM,05/06/2014 04:58:00 PM,04/11/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,25,Cat
409,A671432,*Polly,01/24/2014 11:27:00 AM,01/24/2014 11:27:00 AM,2210 E 9Th St Unit C in Austin (TX),Owner Surrender,Normal,Puppy,Intact Female,2 weeks,Chihuahua Shorthair Mix,Black/Brown,43,41588,A671432,*Polly,03/08/2014 05:42:00 PM,03/08/2014 05:42:00 PM,01/09/2014,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Black/Brown,15,Dog
410,A715488,,11/05/2015 11:02:00 AM,11/05/2015 11:02:00 AM,1412 Norseman Terrace in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Pinscher Mix,Brown,4,73320,A715488,,11/09/2015 02:46:00 PM,11/09/2015 02:46:00 PM,11/05/2014,Transfer,Partner,Dog,Intact Male,1 year,Miniature Pinscher Mix,Brown,365,Dog
411,A763827,*Ren,12/16/2017 12:32:00 PM,12/16/2017 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Black,5,71278,A763827,*Ren,12/21/2017 05:34:00 PM,12/21/2017 05:34:00 PM,10/16/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,61,Cat
412,A707258,Jayden,07/10/2015 02:56:00 PM,07/10/2015 02:56:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Siamese Mix,Lynx Point/White,35,56936,A707258,Jayden,08/15/2015 09:32:00 AM,08/15/2015 09:32:00 AM,05/20/2010,Adoption,Foster,Cat,Neutered Male,5 years,Siamese Mix,Lynx Point/White,1877,Cat
413,A684492,,07/24/2014 02:23:00 PM,07/24/2014 02:23:00 PM,12401 Pauls Valley Rd in Austin (TX),Stray,Normal,Kitten,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,0,27411,A684492,,07/24/2014 03:59:00 PM,07/24/2014 03:59:00 PM,07/02/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,22,Cat
414,A694129,Bear,12/20/2014 04:07:00 PM,12/20/2014 04:07:00 PM,1801 Patton Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,7 months,Miniature Pinscher Mix,Brown,0,86207,A694129,Bear,12/20/2014 05:53:00 PM,12/20/2014 05:53:00 PM,05/14/2014,Return to Owner,,Dog,Neutered Male,7 months,Miniature Pinscher Mix,Brown,220,Dog
415,A681230,,06/14/2014 07:17:00 AM,06/14/2014 07:17:00 AM,12034 Research Blvd in Austin (TX),Stray,Normal,Kitten,Intact Female,4 weeks,Domestic Shorthair Mix,Black,0,37319,A681230,,06/14/2014 12:49:00 PM,06/14/2014 12:49:00 PM,05/14/2014,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,31,Cat
416,A742837,Oliver,01/29/2017 11:44:00 AM,01/29/2017 11:44:00 AM,985112001282540 in Austin (TX),Stray,Nursing,Dog,Neutered Male,1 year,Maltese Mix,White,0,41851,A742837,Oliver,01/29/2017 03:10:00 PM,01/29/2017 03:10:00 PM,01/29/2016,Return to Owner,,Dog,Neutered Male,1 year,Maltese Mix,White,366,Dog
417,A692933,,11/28/2014 05:12:00 PM,11/28/2014 05:12:00 PM,5301 Fort Clark Dr in Austin (TX),Wildlife,Normal,Other,Unknown,8 months,Bat,Brown,2,13055,A692933,,12/01/2014 10:37:00 AM,12/01/2014 10:37:00 AM,03/28/2014,Euthanasia,Rabies Risk,Other,Unknown,8 months,Bat,Brown,245,Other
418,A744493,Emily,01/21/2018 11:20:00 AM,01/21/2018 11:20:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Silver/Tan,9,85280,A744493,Emily,01/31/2018 11:14:00 AM,01/31/2018 11:14:00 AM,03/02/2013,Return to Owner,,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Silver/Tan,1786,Dog
